source_icd_id	source_icd_name	destination_icd_id	destination_icd_name	relationship_type	relationship_id
L81.6	黑色素形成减少的其他疾患	M34.9	全身性硬皮病	Associated with	2755463026
L60.3	甲营养不良	M34.9	全身性硬皮病	Associated with	2755464021
A40.9	未特指的链球菌性脓毒病	A41.9	未特指的脓毒病	Associated with	6207563022
Q06.8	脊髓其他特指的先天性畸形	Q05.9	未特指的脊柱裂	Associated with	2755491023
I78.8	其他的毛细血管疾病	M34.9	全身性硬皮病	Associated with	2755458025
K86.8	胰腺其他特指的疾病	K85.9	未特指的急性胰腺炎	Associated with	2787425025
A49.8	未特指部位的其他的细菌性感染	A41.9	未特指的脓毒病	Associated with	6231267028
A41.3	流感嗜血杆菌性脓毒病	A41.9	未特指的脓毒病	Associated with	6207571021
A41.1	其他特指的葡萄球菌性脓毒病	A41.9	未特指的脓毒病	Associated with	6207573024
A39.9	未特指的脑膜炎球菌感染	A41.9	未特指的脓毒病	Associated with	6231242026
Q84.8	体被的其他特指先天性畸形	Q91.7	未特指的帕套综合征	Associated with	2755604027
Q84.8	体被的其他特指先天性畸形	Q93.3	染色体4短臂缺失	Associated with	2755606025
A40.3	肺炎链球菌性脓毒病	A41.9	未特指的脓毒病	Associated with	6207569021
A39.4	未特指的脑膜炎球菌血症	A41.9	未特指的脓毒病	Associated with	6207559026
A40.1	B族链球菌性脓毒病	A41.9	未特指的脓毒病	Associated with	6207557029
L81.4	其他黑色素沉着过度	M34.9	全身性硬皮病	Associated with	2755455027
T59.8	其他特指气体、烟雾和蒸气的毒性效应	R50.9	未特指的发热	Associated with	3587176024
A52.7	其他有症状性晚期梅毒	A52.9	未特指的晚期梅毒	Associated with	2755219022
T56.4	铜及其化合物的毒性效应	R50.9	未特指的发热	Associated with	3584412025
D40.7	其他男性生殖器官动态未定或动态未知的肿瘤	N48.0	"阴茎白斑	"	Associated with	2755403028
L81.4	其他黑色素沉着过度	L93.2	其他的局限性红斑狼疮	Associated with	2755440020
D84.9	未特指的免疫缺陷	T14.9	未特指的损伤	Associated with	2777220027
A41.2	未特指的葡萄球菌性脓毒病	A41.9	未特指的脓毒病	Associated with	6207545022
A41.4	厌氧菌性脓毒病	A41.9	未特指的脓毒病	Associated with	6207547025
I78.1	非瘤性痣	L93.2	其他的局限性红斑狼疮	Associated with	2755441024
I78.1	非瘤性痣	L93.0	盘状红斑狼疮	Associated with	2755442028
A41.5	其他革兰氏阴性病原体性脓毒病	A41.9	未特指的脓毒病	Associated with	6207549027
M32.8	其他形式的系统性红斑狼疮	L93.2	其他的局限性红斑狼疮	Associated with	2755445026
L81.6	黑色素形成减少的其他疾患	L93.2	其他的局限性红斑狼疮	Associated with	2755448029
A41.8	其他特指的脓毒病	A41.9	未特指的脓毒病	Associated with	6207553025
E83.5	钙代谢紊乱	M34.9	全身性硬皮病	Associated with	2755452029
D69.2	其他非血小板减少性紫癜	E88.9	未特指的代谢紊乱	Associated with	2778941026
A54.8	其他淋球菌感染	A41.9	未特指的脓毒病	Associated with	6231282022
Q81.9	未特指大疱性表皮松解症	L98.4	皮肤慢性溃疡,不可归类在他处者	Associated with	2954740025
L98.2	热性嗜中性粒细胞皮肤病[斯威特]	R50.9	未特指的发热	Associated with	3588559027
D59.3	溶血-尿毒症综合征	A09.9	未特指病因的胃肠炎和结肠炎	Associated with	2753040026
E24.9	未特指的库欣综合征	E24.0	垂体依赖性库欣病	Associated with	3045478020
R50.8	其他特指的发热	G96.9	中枢神经系统未特指的疾患	Associated with	3374297024
Q20.8	心腔和心连接其他的先天性畸形	Q20.4	双入口心室	Associated with	3820751022
E27.1	原发性肾上腺皮质功能减退症	E34.9	未特指的内分泌疾患	Associated with	3040991025
I27.2	其他继发性肺动脉高压	M35.9	结缔组织系统性受累	Associated with	4761287029
T09.3	脊髓损伤,水平未特指	T14.9	未特指的损伤	Associated with	4636736022
I27.2	其他继发性肺动脉高压	Q24.9	未特指的先天性心脏畸形	Associated with	4761292027
I27.2	其他继发性肺动脉高压	Q25.7	肺动脉的其他先天性畸形	Associated with	4761296029
Q22.4	先天性三尖瓣狭窄	Q20.4	双入口心室	Associated with	3816981029
Q24.8	心脏其他特指的先天性畸形	Q21.2	房室间隔缺损	Associated with	3816555024
Q22.8	三尖瓣的其他先天性畸形	Q20.4	双入口心室	Associated with	3816105021
E75.6	未特指的脂贮积疾患	E75.4	神经元蜡样脂褐质贮积症	Associated with	4768870026
P04.9	胎儿和新生儿受母体内未特指有害物质的影响	O35.5	"为药物所致胎儿的(可疑)损害给予的孕产妇医疗	"	Associated with	4769755025
Q22.5	埃布斯坦异常	Q21.2	房室间隔缺损	Associated with	3817453023
D89.8	涉及免疫机制其他特指的疾患,不可归类在他处者	A49.1	未特指部位的链球菌感染	Associated with	3799917029
D76.3	其他组织细胞增多综合征	M35.9	结缔组织系统性受累	Associated with	3348009020
E05.9	未特指的甲状腺毒症	E34.9	未特指的内分泌疾患	Associated with	3048930027
G03.9	未特指的脑膜炎	C85.9	未特指类型的非霍奇金淋巴瘤	Associated with	3187434028
L90.5	皮肤瘢痕情况和纤维化	T30.0	身体未特指部位的烧伤,程度未特指	Associated with	3229970024
I28.8	肺血管其他特指的疾病	Q20.8	心腔和心连接其他的先天性畸形	Associated with	4678480024
I35.0	主动脉(瓣)狭窄	Q20.8	心腔和心连接其他的先天性畸形	Associated with	4678471024
I51.8	其他不明确的心脏病	Q20.8	心腔和心连接其他的先天性畸形	Associated with	4678452022
L90.8	皮肤的其他萎缩性疾患	N28.9	"肾和输尿管未特指的疾患	"	Associated with	3069241022
Q20.4	双入口心室	Q20.8	心腔和心连接其他的先天性畸形	Associated with	4663573023
I42.4	心内膜弹力纤维增生症	N28.9	"肾和输尿管未特指的疾患	"	Associated with	4678149021
I42.2	其他肥厚型心肌病	E87.2	酸中毒	Associated with	4678113020
I42.2	其他肥厚型心肌病	H26.9	未特指的白内障	Associated with	4678112026
E03.9	未特指的甲状腺功能减退症	E34.9	未特指的内分泌疾患	Associated with	3053211029
I51.7	心脏肥大	Q20.4	双入口心室	Associated with	4677038026
O33.7	"为其他胎儿变形引起的胎盆不称给予的孕产妇医疗	"	O33.9	"为未特指的胎盆不称给予的孕产妇医疗	"	Associated with	4674098020
E11.8	非胰岛素依赖型糖尿病伴有未特指的并发症	E11.9	非胰岛素依赖型糖尿病不伴有并发症	Associated with	4731134028
E11.6	非胰岛素依赖型糖尿病伴有其他特指的并发症	E11.9	非胰岛素依赖型糖尿病不伴有并发症	Associated with	4729076028
P04.8	胎儿和新生儿受母体内其他有害物质的影响	O35.5	"为药物所致胎儿的(可疑)损害给予的孕产妇医疗	"	Associated with	4769759020
E20.9	未特指的甲状旁腺功能减退症	E34.9	未特指的内分泌疾患	Associated with	3025671026
E21.3	未特指的甲状旁腺功能亢进症	E34.9	未特指的内分泌疾患	Associated with	3025670025
P58.3	红细胞增多引起的新生儿黄疸	P61.1	新生儿红细胞增多症	Associated with	2864797027
H43.1	玻璃体出血	I60.9	未特指的蛛网膜下出血	Associated with	2858869024
G25.3	肌阵挛	R50.9	未特指的发热	Associated with	3601061021
B96.8	其他特指的细菌性病原体作为分类于其他章疾病的原因	A49.3	未特指部位的支原体感染	Associated with	3580214024
J66.8	其他特指的有机粉尘引起的气道疾病	R50.9	未特指的发热	Associated with	3596225020
N39.0	"部位未特指的泌尿道感染	"	R50.9	未特指的发热	Associated with	5979454023
H10.8	其他结膜炎	H10.1	急性变应性结膜炎	Associated with	2947906023
I80.8	其他部位的静脉炎和血栓性静脉炎	T14.9	未特指的损伤	Associated with	2795732023
D59.8	其他后天性溶血性贫血	T14.9	未特指的损伤	Associated with	2795728028
T80.8	输注、输血和治疗性注射后的其他并发症	R50.9	未特指的发热	Associated with	3594316026
M30.3	粘膜皮肤淋巴结综合征[川崎病]	R50.9	未特指的发热	Associated with	3582967020
Q89.3	内脏反位	Q89.0	脾先天性畸形	Associated with	5984961020
P00.2	胎儿和新生儿受母体传染病和寄生虫病的影响	B34.9	未特指的病毒性感染	Associated with	3590208026
T79.0	空气栓塞(创伤性)	T14.9	未特指的损伤	Associated with	2788187028
L03.0	指和趾的蜂窝织炎	T14.9	未特指的损伤	Associated with	2795730026
A28.2	肠外耶尔森菌病	A04.6	小肠结肠耶尔森菌性小肠炎	Associated with	3580041022
E11.5	非胰岛素依赖型糖尿病伴有周围循环并发症	E11.9	非胰岛素依赖型糖尿病不伴有并发症	Associated with	2954238020
H26.0	婴儿、幼年和老年前期白内障	R79.8	血液化学其他特指的异常所见	Associated with	4968473021
I42.7	药物和其他外部因素引起的心肌病	T56.8	其他金属的毒性效应	Associated with	3786207029
I27.2	其他继发性肺动脉高压	K76.6	门静脉高压	Associated with	3782327028
E84.1	囊性纤维化病伴有肠表现	E84.9	未特指的囊性纤维化病	Associated with	3777987022
N91.1	"继发闭经	"	N97.0	"与不排卵有关的女性不孕症	"	Associated with	3777156024
I42.9	未特指的心肌病	R00.0	未特指的心动过速	Associated with	3776823026
L43.9	未特指的扁平苔癣	L98.4	皮肤慢性溃疡,不可归类在他处者	Associated with	2954741026
G47.1	过度嗜眠障碍[睡眠过度]	G47.3	睡眠呼吸暂停	Associated with	3653778023
L41.0	急性苔藓痘疮样糠疹	R50.9	未特指的发热	Associated with	3577585024
H10.8	其他结膜炎	L98.4	皮肤慢性溃疡,不可归类在他处者	Associated with	2954734021
A52.1	有症状性神经梅毒	A52.3	未特指的神经梅毒	Associated with	4797137025
Q13.2	其他的先天性虹膜畸形	G93.8	脑其他特指的疾患	Associated with	2954704027
D69.8	其他特指的出血性情况	N18.9	"未特指的慢性肾衰竭	"	Associated with	2954378026
B65.9	未特指的血吸虫病	B65.0	埃及血吸虫引起的血吸虫病[泌尿道血吸虫病]	Associated with	3579310029
E12.0	营养不良相关性糖尿病伴有昏迷	E12.9	营养不良相关性糖尿病不伴有并发症	Associated with	2954293025
E10.5	胰岛素依赖型糖尿病伴有周围循环并发症	E10.9	胰岛素依赖型糖尿病不伴有并发症	Associated with	2954239028
T79.2	创伤的继发性和复发性出血	T14.9	未特指的损伤	Associated with	2787552022
E88.9	未特指的代谢紊乱	E20.9	未特指的甲状旁腺功能减退症	Associated with	4734426027
J67.7	空调器和加湿器肺	R50.9	未特指的发热	Associated with	3585535020
B17.0	乙型肝炎病毒携带者的急性δ因子(重复)感染	B18.1	慢性乙型病毒性肝炎,不伴有δ因子	Associated with	2574450026
E03.8	其他特指的甲状腺功能减退症	E07.9	未特指的甲状腺疾患	Associated with	2737474025
P04.4	胎儿和新生儿受母体药瘾的影响	O35.5	"为药物所致胎儿的(可疑)损害给予的孕产妇医疗	"	Associated with	2737500022
G71.9	未特指的肌肉的原发性疾患	G91.9	未特指的脑积水	Associated with	2734145024
H54.4	盲,单眼	H54.9	未特指的视力缺损,双眼	Associated with	2722861025
D89.8	涉及免疫机制其他特指的疾患,不可归类在他处者	Q99.9	未特指的染色体异常	Associated with	2712297028
J98.4	肺的其他疾患	J18.9	未特指的肺炎	Associated with	2737860029
D80.1	非家族性低丙球蛋白血症	Q99.9	未特指的染色体异常	Associated with	2712293029
Q13.9	眼前段未特指的先天性畸形	Q15.9	眼未特指的先天性畸形	Associated with	2733100027
D80.8	抗体缺陷为主的其他免疫缺陷	Q99.9	未特指的染色体异常	Associated with	2712289024
E63.9	未特指的营养缺乏	E88.9	未特指的代谢紊乱	Associated with	2738370024
H21.8	虹膜和睫状体其他特指的疾患	Q15.9	眼未特指的先天性畸形	Associated with	2726292021
Q99.8	其他特指的染色体异常	Q99.9	未特指的染色体异常	Associated with	2712286028
O67.0	"产时出血伴有凝血缺陷	"	D68.2	其他凝血因子的遗传性缺乏	Associated with	2737303020
D82.8	与其他特指的严重缺陷有关的免疫缺陷	Q99.9	未特指的染色体异常	Associated with	2712285029
Q82.8	皮肤的其他特指先天性畸形	Q99.9	未特指的染色体异常	Associated with	2732919026
I35.8	其他的主动脉瓣疾患	I35.1	主动脉(瓣)关闭不全	Associated with	2726515020
D15.0	胸腺良性肿瘤	D38.4	胸腺动态未定或动态未知的肿瘤	Associated with	2740119023
I12.0	高血压肾脏病伴有肾衰竭	N28.8	"肾和输尿管其他特指的疾患	"	Associated with	2740216024
R01.2	其他心音	J98.5	纵隔疾病,不可归类在他处者	Associated with	2726519025
A18.8	其他特指器官的结核	A16.9	未特指的呼吸道结核,未提及细菌学或组织学的证实	Associated with	2740220023
Q23.8	主动脉瓣和二尖瓣的其他先天性畸形	Q20.4	双入口心室	Associated with	2715618024
I27.2	其他继发性肺动脉高压	R06.8	其他和未特指的呼吸异常	Associated with	2711850024
B27.0	γ疱疹病毒性单核细胞增多症	D82.3	EB病毒遗传缺陷反应后的免疫缺陷	Associated with	2726868022
G90.9	未特指的自主神经系统疾患	E85.3	继发性全身性淀粉样变	Associated with	2742580025
J98.4	肺的其他疾患	A41.9	未特指的脓毒病	Associated with	2711817024
E85.1	神经病性家族遗传性淀粉样变	E85.3	继发性全身性淀粉样变	Associated with	2742583028
O67.0	"产时出血伴有凝血缺陷	"	D68.8	其他特指的凝血缺陷	Associated with	2739747024
D61.9	未特指的再生障碍性贫血	K85.9	未特指的急性胰腺炎	Associated with	2726891021
N02.8	"复发性和持续性血尿,其他	"	K76.9	未特指的肝病	Associated with	2717219024
K29.6	其他胃炎	A41.9	未特指的脓毒病	Associated with	2712572028
I40.0	感染性心肌炎	B33.2	病毒性心炎	Associated with	2593828024
Q23.9	主动脉瓣和二尖瓣未特指的先天性畸形	Q20.4	双入口心室	Associated with	2715636024
E13.9	其他特指的糖尿病不伴有并发症	E34.9	未特指的内分泌疾患	Associated with	2734865025
Q22.5	埃布斯坦异常	Q20.4	双入口心室	Associated with	2715645020
I34.1	二-尖(瓣)脱垂	Q20.4	双入口心室	Associated with	2715646021
R47.8	其他和未特指的言语障碍	K08.9	未特指的牙及支持结构疾患	Associated with	2735066024
I42.4	心内膜弹力纤维增生症	Q20.4	双入口心室	Associated with	2715613026
Q24.8	心脏其他特指的先天性畸形	Q20.4	双入口心室	Associated with	2715651026
Q23.2	先天性二尖瓣狭窄	Q20.4	双入口心室	Associated with	2715609022
O10.4	"原有继发性高血压并发于妊娠、分娩和产褥期	"	N28.9	"肾和输尿管未特指的疾患	"	Associated with	2714423020
Z57.3	职业性暴露于其他大气污染	Z58.7	暴露于烟草烟雾	Associated with	7234665025
K92.2	未特指的胃肠出血	A41.9	未特指的脓毒病	Associated with	2716634029
K76.1	肝慢性阻性充血	R09.0	窒息	Associated with	2737027026
P70.2	新生儿糖尿病	P05.1	小于胎龄	Associated with	2716722025
A18.4	皮肤和皮下组织的结核	A16.9	未特指的呼吸道结核,未提及细菌学或组织学的证实	Associated with	2713312025
E05.9	未特指的甲状腺毒症	E07.9	未特指的甲状腺疾患	Associated with	2713143027
E05.0	甲状腺毒症伴有弥漫性甲状腺肿	E07.9	未特指的甲状腺疾患	Associated with	2713141025
P28.0	新生儿原发性肺不张	P07.3	其他早产婴儿	Associated with	2716903026
A93.8	其他特指的节肢动物媒介的病毒性	R50.9	未特指的发热	Associated with	6781408029
