icd_id	icd_name	another_sctid	another_sct_term_cn	another_sct_term	relationship_type	icd_where
D33.3	脑神经良性肿瘤	253086004	细胞性神经鞘瘤	Cellular neurilemmoma	Associated morphology	source
Q20.5	房室连接不协调	783804002	不正常的交流	Abnormal communication	Associated morphology	source
H44.7	眼内残留(陈旧性)非磁性异物	786984008	残留的非磁性异物	Retained nonmagnetic foreign body	Associated morphology	source
Q43.0	麦克尔憩室	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q20.3	心室动脉连接不协调	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q89.8	其他特指的先天性畸形	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q89.8	其他特指的先天性畸形	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q25.4	主动脉的其他先天性畸形	783804002	不正常的交流	Abnormal communication	Associated morphology	source
D36.1	周围神经和自主神经系统良性肿瘤	985004	神经鞘瘤(形态学异常)	Schwannoma (morphologic abnormality)	Associated morphology	source
Q21.4	主动脉肺动脉间隔缺损	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q24.8	心脏其他特指的先天性畸形	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q25.7	肺动脉的其他先天性畸形	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q20.8	心腔和心连接其他的先天性畸形	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q21.8	心间隔的其他先天性畸形	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q20.8	心腔和心连接其他的先天性畸形	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q20.3	心室动脉连接不协调	783804002	不正常的交流	Abnormal communication	Associated morphology	source
O70.2	"分娩时Ⅲ度会阴裂伤	"	783747005	三度撕裂(形态学异常)	Third degree laceration (morphologic abnormality)	Associated morphology	source
Q20.0	共同动脉干	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q20.8	心腔和心连接其他的先天性畸形	783804002	不正常的交流	Abnormal communication	Associated morphology	source
T17.1	鼻孔内异物	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
Q21.4	主动脉肺动脉间隔缺损	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q20.0	共同动脉干	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q20.8	心腔和心连接其他的先天性畸形	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q21.4	主动脉肺动脉间隔缺损	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q20.8	心腔和心连接其他的先天性畸形	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q20.2	左心室双出口	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q20.5	房室连接不协调	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q21.4	主动脉肺动脉间隔缺损	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q20.1	右心室双出口	783804002	不正常的交流	Abnormal communication	Associated morphology	source
O70.2	"分娩时Ⅲ度会阴裂伤	"	783747005	三度撕裂(形态学异常)	Third degree laceration (morphologic abnormality)	Associated morphology	source
D22.9	未特指的黑素细胞痣	787086003	表皮松解性表皮痣(形态异常)	Epidermolytic epidermal nevus (morphologic abnormality)	Associated morphology	source
Q20.1	右心室双出口	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q20.1	右心室双出口	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q20.1	右心室双出口	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q20.1	右心室双出口	783804002	不正常的交流	Abnormal communication	Associated morphology	source
Q20.0	共同动脉干	783804002	不正常的交流	Abnormal communication	Associated morphology	source
T11.1	上肢开放性伤口,水平未特指	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
Q20.4	双入口心室	783804002	不正常的交流	Abnormal communication	Associated morphology	source
S91.3	足的其他部位的开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S41.0	肩开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S91.3	足的其他部位的开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
O70.0	"分娩时Ⅰ度会阴裂伤	"	783727002	一度撕裂(形态学异常)	First degree laceration (morphologic abnormality)	Associated morphology	source
H44.6	眼内残留(陈旧性)磁性异物	783410006	残留磁性异物	Retained magnetic foreign body	Associated morphology	source
H44.6	眼内残留(陈旧性)磁性异物	783410006	残留磁性异物	Retained magnetic foreign body	Associated morphology	source
S91.3	足的其他部位的开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S41.8	肩胛带其他和未特指部位的开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
I77.8	动脉和小动脉其他特指的疾患	787779000	持续性动脉干(形态学异常)	Persistent truncus arteriosus (morphologic abnormality)	Associated morphology	source
S41.1	上臂开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S51.0	肘开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S51.9	前臂部位未特指的开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S01.4	颊和颞下颌区开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S61.9	腕和手部位未特指的开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S61.8	腕和手其他部位的开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S61.8	腕和手其他部位的开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S91.0	踝开放性伤口	784357001	深裂伤(形态学异常)	Deep laceration (morphologic abnormality)	Associated morphology	source
S61.9	腕和手部位未特指的开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S11.9	颈部部位未特指的开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S91.3	足的其他部位的开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
Q16.5	内耳先天性畸形	783806000	血管畸形(形态学异常)	Vascular malformation (morphologic abnormality)	Associated morphology	source
Q68.2	膝先天性变形	785817002	屈曲挛缩	Flexion contracture	Associated morphology	source
H44.6	眼内残留(陈旧性)磁性异物	783410006	残留磁性异物	Retained magnetic foreign body	Associated morphology	source
H44.6	眼内残留(陈旧性)磁性异物	783410006	残留磁性异物	Retained magnetic foreign body	Associated morphology	source
L57.0	光线性角化病	786035003	多发性光化性角化病	Multiple actinic keratoses	Associated morphology	source
H44.6	眼内残留(陈旧性)磁性异物	783410006	残留磁性异物	Retained magnetic foreign body	Associated morphology	source
S10.9	颈部部位未特指的浅表损伤	785851003	表浅挫伤(形态学异常)	Superficial contusion (morphologic abnormality)	Associated morphology	source
H44.6	眼内残留(陈旧性)磁性异物	783410006	残留磁性异物	Retained magnetic foreign body	Associated morphology	source
S91.1	趾开放性伤口不伴有趾甲损坏	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
H44.6	眼内残留(陈旧性)磁性异物	783410006	残留磁性异物	Retained magnetic foreign body	Associated morphology	source
S31.1	腹壁开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S70.8	髋和大腿其他浅表损伤	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S81.0	膝开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S81.9	小腿部位未特指的开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S21.0	乳房开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S81.8	小腿其他部位的开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S81.8	小腿其他部位的开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S91.0	踝开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
Q65.8	髋的其他先天性变形	785817002	屈曲挛缩	Flexion contracture	Associated morphology	source
T14.1	身体未特指部位的开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S61.0	手指开放性伤口不伴有指甲损害	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
D22.9	未特指的黑素细胞痣	787087007	炎性表皮痣	Inflammatory epidermal nevus	Associated morphology	source
O70.2	"分娩时Ⅲ度会阴裂伤	"	783747005	三度撕裂(形态学异常)	Third degree laceration (morphologic abnormality)	Associated morphology	source
T00.0	累及头部伴有颈部的浅表损伤	785851003	表浅挫伤(形态学异常)	Superficial contusion (morphologic abnormality)	Associated morphology	source
S01.8	头部其他部位的开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S31.0	下背和骨盆开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
T01.0	累及头部伴有颈部的开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
L57.0	光线性角化病	786035003	多发性光化性角化病	Multiple actinic keratoses	Associated morphology	source
T01.0	累及头部伴有颈部的开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S01.8	头部其他部位的开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
T13.1	下肢开放性伤口,水平未特指	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
S71.0	髋开放性伤口	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
Q10.3	眼睑的其他先天性畸形	783806000	血管畸形(形态学异常)	Vascular malformation (morphologic abnormality)	Associated morphology	source
K00.6	牙萌出障碍	784048001	脂肪细胞瘤(形态学异常)	Steatocystomas (morphologic abnormality)	Associated morphology	source
Q14.1	先天性视网膜畸形	784180002	巨大动脉瘤(形态异常)	Macroaneurysm (morphologic abnormality)	Associated morphology	source
D22.9	未特指的黑素细胞痣	787087007	炎性表皮痣	Inflammatory epidermal nevus	Associated morphology	source
Q24.5	冠状血管畸形	783804002	不正常的交流	Abnormal communication	Associated morphology	source
S61.0	手指开放性伤口不伴有指甲损害	784357001	深裂伤(形态学异常)	Deep laceration (morphologic abnormality)	Associated morphology	source
G93.0	大脑囊肿	785284009	蛛网膜囊肿	Arachnoid cyst	Associated morphology	source
D22.9	未特指的黑素细胞痣	787086003	表皮松解性表皮痣(形态异常)	Epidermolytic epidermal nevus (morphologic abnormality)	Associated morphology	source
S61.0	手指开放性伤口不伴有指甲损害	785702007	鱼钩异物	Fishing hook foreign body	Associated morphology	source
